DateTime,Time
1900-01-01 13:40:42,205.18365538418078
1900-01-01 13:40:43,206.1596761257485
1900-01-01 13:40:44,207.15642270454546
1900-01-01 13:40:45,208.16181246927374
1900-01-01 13:40:46,209.1565302816092
1900-01-01 13:40:47,210.17849038674032
1900-01-01 13:40:48,211.23040826946107
1900-01-01 13:40:49,212.18713760352423
1900-01-01 13:40:50,213.1735019310345
1900-01-01 13:40:51,214.11336263559323
1900-01-01 13:40:52,215.19350147651005
1900-01-01 13:40:53,216.1670300030395
1900-01-01 13:40:54,217.17208651601425
1900-01-01 13:40:55,218.14717418027212
1900-01-01 13:40:56,219.10635468036529
1900-01-01 13:40:57,220.10824044313725
1900-01-01 13:40:58,221.16885548205127
1900-01-01 13:40:59,222.18047330350194
1900-01-01 13:41:00,223.2018773360656
1900-01-01 13:41:01,224.11606768899523
1900-01-01 13:41:02,225.15455483253587
1900-01-01 13:41:03,226.1837512886598
1900-01-01 13:41:04,227.18705089690724
1900-01-01 13:41:05,228.17535548128342
1900-01-01 13:41:06,229.1494715268817
1900-01-01 13:41:07,230.1412129585492
1900-01-01 13:41:08,231.15134862694302
1900-01-01 13:41:09,232.16010298947367
1900-01-01 13:41:10,233.17089883854166
1900-01-01 13:41:11,234.17539701538462
1900-01-01 13:41:12,235.19586865024633
1900-01-01 13:41:13,236.13819324363638
1900-01-01 13:41:14,237.12553722021661
1900-01-01 13:41:15,238.14764455369126
1900-01-01 13:41:16,239.14423506231455
1900-01-01 13:41:17,239.7276214042553
